entry,at,order
"""CStam @ CPnkzyEFJl"" collected 645 from pot with hi hand with a pair of queens (combination: 9♠, 10♦, A♠, Q♠, Q♥)",2021-01-07T04:17:14.758Z,160999303476500
"River: 9♠, 4♠, Q♥, 2♣ [10♦]",2021-01-07T04:17:11.741Z,160999303175000
"Turn: 9♠, 4♠, Q♥ [2♣]",2021-01-07T04:17:08.717Z,160999302872300
"""2000 @ IX_jYwdAn0"" shows a 3♠, Q♣, 8♠, A♥.",2021-01-07T04:17:05.698Z,160999302569901
"""CStam @ CPnkzyEFJl"" shows a 6♥, A♠, K♠, Q♠.",2021-01-07T04:17:05.698Z,160999302569900
"""2000 @ IX_jYwdAn0"" calls 45",2021-01-07T04:17:04.893Z,160999302489400
"""CStam @ CPnkzyEFJl"" bets 45 and go all in",2021-01-07T04:17:03.504Z,160999302350500
"Flop:  [9♠, 4♠, Q♥]",2021-01-07T04:16:56.999Z,160999301700100
"""2000 @ IX_jYwdAn0"" calls 600",2021-01-07T04:16:56.192Z,160999301619300
"""CStam @ CPnkzyEFJl"" raises to 600",2021-01-07T04:16:40.929Z,160999300093000
"""GoodCards @ on8x5AfTJK"" folds",2021-01-07T04:16:37.252Z,160999299725300
"""2000 @ IX_jYwdAn0"" posts a big blind of 200",2021-01-07T04:16:33.904Z,160999299390506
"""CStam @ CPnkzyEFJl"" posts a small blind of 100",2021-01-07T04:16:33.904Z,160999299390505
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (645) | #8 ""2000 @ IX_jYwdAn0"" (2837) | #9 ""GoodCards @ on8x5AfTJK"" (4518)",2021-01-07T04:16:33.904Z,160999299390501
"-- starting hand #138  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""GoodCards @ on8x5AfTJK"") --",2021-01-07T04:16:33.904Z,160999299390500
"-- ending hand #137 --",2021-01-07T04:16:27.990Z,160999298799102
"""GoodCards @ on8x5AfTJK"" collected 1800 from pot",2021-01-07T04:16:27.990Z,160999298799101
"Uncalled bet of 600 returned to ""GoodCards @ on8x5AfTJK""",2021-01-07T04:16:27.990Z,160999298799100
"""2000 @ IX_jYwdAn0"" folds",2021-01-07T04:16:27.183Z,160999298718400
"""GoodCards @ on8x5AfTJK"" bets 600",2021-01-07T04:16:14.169Z,160999297417000
"Turn: 8♠, J♥, 6♦ [8♦]",2021-01-07T04:16:07.490Z,160999296749900
"""2000 @ IX_jYwdAn0"" calls 600",2021-01-07T04:16:06.684Z,160999296668500
"""CStam @ CPnkzyEFJl"" folds",2021-01-07T04:16:03.471Z,160999296347100
"""GoodCards @ on8x5AfTJK"" bets 600",2021-01-07T04:15:58.034Z,160999295803500
"Flop:  [8♠, J♥, 6♦]",2021-01-07T04:15:50.584Z,160999295058800
"""CStam @ CPnkzyEFJl"" checks",2021-01-07T04:15:49.779Z,160999294978000
"""GoodCards @ on8x5AfTJK"" calls 200",2021-01-07T04:15:47.482Z,160999294748200
"""2000 @ IX_jYwdAn0"" calls 200",2021-01-07T04:15:45.461Z,160999294546200
"""CStam @ CPnkzyEFJl"" posts a big blind of 200",2021-01-07T04:15:36.230Z,160999293623106
"""GoodCards @ on8x5AfTJK"" posts a small blind of 100",2021-01-07T04:15:36.230Z,160999293623105
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (845) | #8 ""2000 @ IX_jYwdAn0"" (3637) | #9 ""GoodCards @ on8x5AfTJK"" (3518)",2021-01-07T04:15:36.230Z,160999293623101
"-- starting hand #137  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""2000 @ IX_jYwdAn0"") --",2021-01-07T04:15:36.230Z,160999293623100
"-- ending hand #136 --",2021-01-07T04:15:30.203Z,160999293021003
"""GoodCards @ on8x5AfTJK"" collected 600 from pot with low hand with six high (combination: A♦, 2♠, 4♥, 5♥, 6♣)",2021-01-07T04:15:30.203Z,160999293021002
"""GoodCards @ on8x5AfTJK"" collected 600 from pot with hi hand with a pair of fives (combination: J♣, Q♦, A♦, 5♦, 5♥)",2021-01-07T04:15:30.203Z,160999293021001
"""GoodCards @ on8x5AfTJK"" shows a A♦, 5♦, 4♥, 7♠.",2021-01-07T04:15:30.203Z,160999293021000
"""2000 @ IX_jYwdAn0"" calls 400",2021-01-07T04:15:29.396Z,160999292939700
"""GoodCards @ on8x5AfTJK"" bets 400",2021-01-07T04:15:28.475Z,160999292847600
"""2000 @ IX_jYwdAn0"" checks",2021-01-07T04:15:22.526Z,160999292252700
"River: 2♠, J♣, 5♥, Q♦ [6♣]",2021-01-07T04:15:21.271Z,160999292127700
"""GoodCards @ on8x5AfTJK"" checks",2021-01-07T04:15:20.459Z,160999292046000
"""2000 @ IX_jYwdAn0"" checks",2021-01-07T04:15:18.985Z,160999291898600
